Text,Label,Hate Probability,Counterhate Probability,Neutral Probability
@belkiswille @PrimeministerGR It’s ccp virus which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people... https://t.co/91WxQ8Wf0a,Hate,0.9942375404454725,0.019171329730610396,0.0018515260266437643
@_sabanaqvi The world is blaming China  and Wuhan As for india the first death in Karnataka is Mecca returnee . Most of our infection came from the west. And now the greatest spread is because of the stubborn muslim group inviting virus infected  from muslim country. Now  defying lock down,Other,0.3941866881816999,0.004983386253135886,0.141514416126825
"@realDonaldTrump Please stop calling it the Chinese virus.  It sounds very racist. It's very Italian, American, British, etc. now!!  Just stop!  I want to re-elect you, but every time you open your mouth, makes me question it.  America has always been great, show the world that it is classy too!",Other,0.1561393777872428,0.39691286224071065,0.18276878006622554
"yall ever see someone ignore your questions and then just carry on like i didnt ask? that shit hits different. oh well, what do i know, im just a chink",Neutral,0.06926599252129083,0.016958859545439818,0.7519872156345939
DHS has admitted allowing people coming here from EU have come from China First! All they have to look at dated stamp on Passport! If they were in China it will be stamp so! Lazy ass Mfers!,Neutral,0.02472140081212702,0.024373433899619882,0.5483282491724562
"@RealTimBlack So Turn the other cheek Asians even if your POTUS is blaming your race for a virus you had no control over, i've had to see friends get treated like shit since Trump started calling Covid 19 the Chinese virus. Andrew is a Coward &amp; traitor , those who defend him are BLIND!",Counterhate,0.011095399519451314,0.5571933143931436,0.027431288920157358
"Travel restrictions put on China is protecting America from massive exposure to the Coronavirus. Fundamental approach to protecting Americans!!. Exact same protection required at our Border immediately. Stop human trafficking, disease, gangs and illegal migration. Protect America",Neutral,0.100224272334265,0.009731664059999066,0.8277181833504801
"Did you thank them for the virus too? Without the Chinese, you wouldn’t need more ventilators. Was there Shmoozy ass kissing?",Hate,0.5581204060001851,0.013642588933715009,0.40295160011110165
"Is the name ""#WuhanVirus"" Racist or is #ChrisHayes?🤡#WuhanFlu #coronavirus  By the Left’s Standards, They are #racist ! CNN WaPo said Wuhan,so shut em down?👏🏻#LiberalismIsABrainEatingVirus  #COVID19 = China Overlooks Viral Infectious Disease! https://t.co/vQXRqKZ2Wg via @YouTube https://t.co/yg3lCmx37W",Hate,0.6450352673836487,0.011982411623130422,0.0819620053061132
"It just take a fucking sneeze then you have china, korea, malaysia, indonesia ans the rest of asia to buy $btc like candy. Really. Just one messed up thing from their bank and the people will abandon them because of #coronavirus",Other,0.25492830912639636,0.01886282575045945,0.4819595183201309
"@el_mago_jinete @tyrone_brother Stop eating vermin and exotic animals, you damned slant eyed COVID-19 spreader! Mind YOUR damned business, Ladyboy Ling Ling! 🐀🥡🥢",Hate,0.5572363270774606,0.0523628085246395,0.03022980914944004
"@XHNews XI and CCP both are criminal, both have ruined people, killed so many own citizen  in Wuhan.Killed own people by bullets,number of deaths not true.Then they spread Wuhan virus all over,ruined Itlay, Spain other 190 counties. Life has come to halt.",Hate,0.8918826845460996,0.0005168892578437771,0.09035470446954066
@Huawei_Canada Fuck off and get the fuck out of #Canada and the #US - we’ve been infected enough by your #CCP #China virus and other BS! #ChineseWuhanVirus #ChinaLiedPeopleDied,Hate,0.9988303133525849,0.0029634490384914166,0.003235219664388259
The hypocrisy of the left calling people racists over the name Chinese Virus.   But literally teach in schools how the WHITE MAN brought disease. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Other,0.070281006073744,0.3634289298763821,0.43790001046743227
"Damned if you do, damned if you dont...,. Scientists question China’s decision not to report symptom-free coronavirus cases https://t.co/GDidJJzizF",Neutral,0.29693240734986454,0.012887636104059429,0.5194102337991952
"Day whatever in quarantine, I have joined multiple different groups on Facebook but this kinda blew my mind. We’re the only country and by we I mean racists, that call it the “Chinese virus” everybody else calls it the American virus because nobody stays the fuck inside here :) https://t.co/W8YiLDphMJ",Other,0.1458839231337249,0.3604002181149322,0.22828069320421132
"@RyanB8403 @MsMariaT @IvankaTrump You do know that the New York Times is not libtard Fake news, right? Did you read the headline? MY tweet was a rebuttal to that bullshit tweet about sending PPE to China, which the lefties would have bitched about if we didn't &amp; then called @realDonaldTrump racist. #WuhanVirus",Neutral,0.11918257612432173,0.027989947076062015,0.5303465385392078
"@realDonaldTrump America has been killing humans overseas for 19 years for ISRAELI COMMUNIST JEWS. Trump has the Coronavirus beat, he bomb Syria and in one day MURDERED 500 HUMANS and did a billion dollars in damage. STOP THE COMMUNIST JEWISH SUPREMACIST CANCER KILLING THE WORLD. HITLER WAS RIGHT https://t.co/WEKtMfaDym",Other,0.07286309454474937,0.029861120725897944,0.037679918122283974
@afneil Ooh that is racist. Reporting facts is racist now. Just like saying the #ChineseVirus originated in #China,Hate,0.8252029758292483,0.06927091649740817,0.1663329195599854
@Eberechiukwu @Imamofpeace Fuck ur self. Chinese virus.,Hate,0.9404995742629925,0.004261315760603423,0.06768411860260212
Why the fuck he is dragging India into this? China is not a saint. They kept quiet about Coronavirus for months.,Other,0.47332376631694345,0.007410270048338288,0.09755490755448913
@GhostMan868 Better yet...use it on the FUCKING CHINESE WHO INVENTED THIS SHITTING VIRUS,Hate,0.8766075760187437,0.027222357023447132,0.03570907548118794
"This just shows how STUPID you are! You attack President Trump, who is doing a fantastic job and you ignore the fact that the United States was attacked by a Chinese Virus that they were weaponizing to use against us!  WHAT’S WRONG WITH YOU?  Oh now I get it, you hate America!",Other,0.1586900942988594,0.18397131894254007,0.03250680580648382
@CBCAlerts @CBCNews John Tory failed us horribly. At the beginning he accused people of being racist for self isolating by avoiding Chinese restaurants. Wasn't racism just science - avoid nations where the virus began. Now he scolds people for not self isolating. All of them are damn incompetent.,Other,0.08456033802196235,0.1859377067422141,0.1421961861987143
"#ChinaVirus These savages have much to answer for. And fuck paying them back for any money they lent to #America! They weaponized this #virus. By the way, how is #GeorgeSoros these days?? #covid19",Hate,0.6413950647390094,0.004358570925935718,0.08717643133222175
Steve Bannon's New Movie: 'Claws Of The Red Dragon' - Official Trailer #CCP #CCPvirus #XiJingping #espionage #China #Huawei  https://t.co/AERVIVkHkB,Other,0.6283529609583764,6.73055987112816e-05,0.6731891231154381
@DailyCaller Dr. Birx: common Chinese people didn't know there was human-to-human transmission till Jan 18th. Chinese government informed US even earlier than common Chinese people. No excuse for virus spreading in America.,Other,0.44524880192355404,0.07076478715238337,0.27531645582777176
"@AmbLiuXiaoMing Fuck china communist and Xi "" winnie the POOP"" jinPIG.. You guys ..need to bow and apologize to the world. #ChinaVirus https://t.co/rJhSTDYQNn",Hate,0.9599984884294933,0.002069376637993834,0.019490821711761697
@fihdeIah shut it chink,Other,0.6335723055388601,0.00046463334003972695,0.6861035417191759
"@DrTedros @WHO @KingSalman You a bitch. #ChineseBitch  #BruceAylward cant even read the word #Taiwan , the best country in fighting #ChineseVirus",Other,0.17764405704456618,0.026120807119128012,0.14072359611965957
@BarackObama Fuck you . It’s a Chinese virus moron.  It’s not the result of climate it’s the result of countries that eat weird shit like bats.,Hate,0.595868177266595,0.4089909334227738,0.032888628795108524
"@yourspenfully @Mcgriffins4 @SDEKenya @StandardMediaKe @FredMatiangi @KenyaAirways @KenyaAirports @StateHouseKenya @flyethiopian Time to tell these airlines some truth. The #CoronaVirus kill. They've been manufactured to kill. That's why they - alongside their more toxic products - are created to kill. China calling them ""common cold"" deliberately minimizes the harm they cause. @KenyaAirways ,@flyethiopian",Hate,0.5686172769516546,0.02122670261776065,0.1768864984592595
@mindmixradio @realDonaldTrump Niterz...outta here and the Chink virus can eff off!,Hate,0.7571218751235893,0.002905324215102139,0.13955579097896548
@alexbarmy @allanhilluk @jaglancy @10DowningStreet They sat on this virus for months knowing that there would be a surge of Chinese nationals back into the west after Chinese New Year. A fucking disgrace what they’ve done. The personal and economic impact will be huge. They should be dragged over the coals for what they’ve done.,Other,0.15701916512435712,0.005706885503503842,0.34387509329809723
"@Casper324B @PaulGavigan4 @SenSchumer He clearly says we need a check and balance. BTW the corona virus didn’t get here via China. Trump let it in, and his unqualified shit for brains gov officials aren’t preparing health workers for this. They just exposed a bunch of folks to this because of sheer incompetence.",Other,0.03611684745873831,0.09892476920084793,0.09447156501696545
"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 03",Neutral,0.18494189061028177,0.0010507137733727077,0.8903474867690051
That Corona virus aint stopping yall bitches from getting yall nails done by Ling ling🤧,Other,0.4272861941403011,0.07124661605943523,0.042333242827439055
"If that’s the case China 🇨🇳 should have about 788k deaths 💀... pretty sure they are lying their ass off about 3,300 deaths 💀   #coronavirus 🦠  #ChinaLiedPeopleDied 💀",Hate,0.9360264714464622,0.0034598834739211462,0.05151618909245631
@JJamesMIA @LatimerJane @pumpkin_yuleimy @eekamax @1Kingofthefall @JeffreyGuterman @realDonaldTrump The virus did inherently come from China but you can’t just call it the Chinese virus because that’s racist. or KungFlu because 1. It’s not a fucking flu it is a Coronavirus which is a type of virus. And 2. That’s also racist.,Counterhate,0.46666113731904346,0.9362712715502992,0.029547892686422373
@TwittahVictoria note how a chink comes upo at the end for him filming lmao,Neutral,0.35262941825717636,0.004988105360849702,0.6334606228621424
@JoeWongComedy You mentioned in your live show today that you were so mad once at the backstage of a theater because the comedians called you “chink”. It reminded me that when I was pursuing my master degree one white girl told me to “open your eyes”.i was so upset because I had big eyes...,Neutral,0.0012409851673543997,0.1992608227956788,0.9085096547999315
"@SkyNewsRicho Each country can order the vaccine, then remove the cost of the vax from the enormous debt that each country has amassed because of the Chinese virus.  Global class action is required to recover the remaining economic &amp; human cost.....",Neutral,0.010303485947380687,0.13599090696446206,0.8832595515715298
President Trump shouldn’t answer the stupid question off topic of the Chinese Virus.  I like it when Trump bitch slaps the media. They have a democrat telling them to ask these stupid ass question I bet there a bunch of puppet ass clowns 🤡,Other,0.14402275382182145,0.03514515001277951,0.3166518411169994
"@renoomokri Which evidence is there, sir Reno, or has any country any record of a Chinese infected with the virus entering and spreading the pandemic disease in their country? China has no liaison whatsoever with any country, which by her territorial negligence contracted the deadly virus.",Other,0.39142914881537016,0.2889869891777717,0.03748484011041864
@DrDenaGrayson You dumb ugly ass @realDonaldTrump closed flights from China to stop spread of #ChineseVirus. Then you called him racist.,Other,0.35156854818935257,0.12271555065537988,0.017982955366408274
"Bro, why can’t kpoop just hurry up and be as good as anime OPs. I’d listen to it then. And why do kpoop stans always tweet and then use some chinky cunt dancing as a reaction like bruh I don’t wanna see Heung-Min Son in his freetime after getting knocked out the Champions League",Neutral,0.15430404081833782,0.0016346079358021172,0.6253495780877247
@AdamYoungHK @StandNewsHK Fuck all fake rubbish 76 ass hole hk fucking popo wish all they can get corona wuhan virus asap and die immediately,Hate,0.6098245190758279,0.005147222098420787,0.024489768313902836
@CNNIDdaily MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS,Other,0.24649899060440797,0.2800166700484212,0.009733239766748272
"@BGrueskin The Chinese have either eaten every animal on the planet or caused a virus to kill every human except me, but I refuse to blame them, I'm not a racist.",Hate,0.8970964573229113,0.20954583298645077,0.024531043093525932
"Imagine being this painfully stupid and uneducated, Spanish found never came from Spain.  Beyond the small deluded minority of Americans that don't mind looking stupid as fuck, nobody would even know what you mean if you said cHinEsE vIrUs",Counterhate,0.034044992774613765,0.6315232769137613,0.18867011086645596
"@l_pavlatos @AnonPath @FlickerNorthern @Rae96694001 @jetrotter @FBI Yeah, but calling it the Chinese virus or the Wuhan flu makes it seem like it’s the Chinese citizens fault. It isn’t. It’s the dumb bitch they’ve got in charge. Winnie the Pooh looking bitch. You know who I’m talking about.",Counterhate,0.31396215691376533,0.567316173618907,0.011054104768732892
"@TheChineseGovt the oppressive communist dictatorship is in itself a blood sucking virus on the world at large. They have one goal in mind, to oppress freedom, domination of democratic countries thru predatory indebtedness and populating foreign countries with Chinese nationals",Hate,0.8118347793919556,0.17732558051731526,0.036800525714736895
This is ridiculous! Surely the UN and every bloody country in the world needs to be asking “what the fuck are you thinking China?!”,Hate,0.8937121608193757,0.033958101405125285,0.21409902557542446
i feel like the coronavirus has basically given people an excuse to be racist towards chinese people  the prc's government sucks but the government ain't the same as the people,Counterhate,0.4372271630659789,0.5481638540461804,0.020102170607382824
China sucks dick and so does 90% of other countries in the world. Call me xenophobic 🤷🏻‍♂️,Hate,0.9688845025011301,0.051592277334094626,0.013547529231561627
@ErkinSidick Chinese virus kill humans! Let china pay !,Hate,0.9405313106095037,0.035880865373236134,0.03131379126869888
This is indeed a fact. There are videos of Nancy encouraging the celebration of Chinese New Year and downplaying the virus. Leaders in New York the same. So get off Trumps ass you tools.,Other,0.16139509196336194,0.07694876584131101,0.16938262268017862
"@isgoodrum We do not need the intelligence community to know what happened with the #CCPVirus. The CCP hide the information from early Nov 2019. Tedros,, the maoist stated Jan 14th there was no human to human contact.  Tedros lied... people died",Other,0.2289034496673988,0.0013154810354053614,0.18858116316593784
If you let the #ChineseVirus establish a Critical Mass in a High Density Area...  the benefits of Seasonal Change in SLOWING the Spread will be diminished   Be Aggressive Early Slow the Spread Buy Time  Your area does NOT need to be #NYC (they Fucked up big time) https://t.co/n6NlWcYxwG,Other,0.15407401369582763,0.05472176048725229,0.3855304410151041
"@HANAYoussef4 @Garou_Hidalgo @lucas_ammr Becasue you are living in a shit-hole country, and Italy/Spain/Iran are shit-holes compared with China. You people are inferior and not as disciplined as Chinese. China spent 101 billion ￥ to contain the virus. Also the origin of COVID19 is quite possible from US named ""FLU""",Other,0.4771431783655294,0.42959846094594356,0.021338210171804716
"@CBPMarkMorgan https://t.co/jLfMe4uLHu AS THE WUHAN VIRUS SPREADS THROUGH 3RD WORLD COUNTRIES LIKE AFRICA &amp; INDIA-BOTH HAVING RIOTS NOW, IMMIGRANTS WILL TRY TO FLEE TO U.S.!! MUST KEEP OUR BORDERS CLOSED TO ALL IMMIGRANTS OR WE ARE INSANE!!",Neutral,0.04719272158179154,0.013672320116474996,0.5052323337341704
"@Mranking1 @CNN what the fuck connection between this thing and china,we chinese  love Dr .fuci for the same,cuz he trys to inform people about the virus",Hate,0.575154292504207,0.256192662998584,0.03477619342146401
"FT is actually full of so many racists and xenophobes it's disgusting. Call someone the n word and you get bagged instantly and swore at by everyone. Be racist to asian/Chinese/South Asian people (chink,paki etc) nothing happens. Simply disgraceful.",Counterhate,0.26629659563264746,0.9218978112401075,0.005058483643204555
"Yeah, the WAR has just begun. It is the sacred war to stop Xi Jinping(a.k.a. Xitler) and CPC. Because of Wuhan FUCKING coronavirus. ALL OF GUYS, IT IS TIME TO UPRISE! Let's KILL FUCKING Xitler! #FreeHK #FreeTibet #FreeUyghur",Hate,0.79228251504729,0.020079759879202477,0.05215074363893994
@HuXijin_GT Fuck off and die Chink,Hate,0.8908356120776123,0.004868164366532882,0.04927748589948402
@WHO #ChinaCoronaVirus #ChinaVirus #WuhanCoronaVirus #KungFlu #KungFluFighting #VirusChina #CommunismKills #chicomvirus #ChiCom   Bite me bitches!,Hate,0.8800809042896103,0.0017592057531982696,0.08583540724390835
@WBYeats1865 Fuck the chinese make a lot of people died in this #ChineseVirus. They will go to hell #ChinaLiedPeopleDie,Hate,0.985554717902059,0.03814120163009869,0.0027208060967406087
@realDonaldTrump @larry_kudlow @MariaBartiromo Its not the virus......ITs FuckIn CHINESE'' VIRUS'',Hate,0.7006636552755001,0.13367672213180593,0.09163710145110708
the Wuhan wet markets have reopened ..  AND NOT A SINGLE FUCKING LESSON WAS LEARNT.  #ChineseVirus,Hate,0.9523170077662146,0.007921987221383497,0.06635176106003955
@JoeySalads So how is saying the china virus racist the Chinese Communist Party is not a race it is an authoritarian government that has nothing to do with race the CCP lied and covered up the extent of this virus and had the W.H.O as their propaganda machine,Hate,0.9857560907610498,0.06206633031213259,0.006642885410791416
@ScotchJLK @FasherMichael I’m based in New Zealand you numbskull. I’m not defending China — they fucked up by not reporting the virus initially. But it takes some incredible mental gymnastics to go from that to “oMg neW w0rLd oRder viRus is a ChiNeSE BIOWeApOn!!1! 🤪”,Hate,0.7216374579221663,0.14783110222154242,0.1008038149862794
"@carmenbest @LoriMatsukawa What happened to sticks&amp;stones? 911 if called a name? Used to be life endanger, report fire, crime occurring! Ready for busy lines? PPL need to toughen up! This is ridic! 1 cant even say ""Chink in armor"" meaning minor &amp; bad flaw from broken link/plate in Chain &amp; Scalemail armor.",Neutral,0.03260531739939896,0.01168980308961119,0.9287883377574206
@isfinalcountdo1 @_taiwano1 #CHINAVIRUS CHINA IS ASS-HOE https://t.co/45g5KsSbf6,Other,0.18921160180035468,0.13617410789431458,0.2950970410888871
"Don’t discriminate on any Chinese or Asian people, they have no control over their government. That being said the Chinese government taking control of the WORLD economy with the fucking virus. Their stocks were barely even effected and they’ve shut down borders with NO NEW cases",Hate,0.5800275219259271,0.2599486397123251,0.0730740814597314
President Trump should tell them I’m here to talk about the Chinese Virus not your shit questions. That would shut these assholes down real quick. Always getting off topic every news conference with bullshit fake news. America needs to hear positive not crap that is negative.,Neutral,0.08005937699856806,0.020921705981090312,0.6547418432363373
"If you call it the ""Chinese Virus"" you are a racist. Trump is a racist.   Stabbing of Asian-American 2-Year-Old and Her Family Was a Virus-Fueled Hate Crime: Feds https://t.co/vhJoCNxw7s via @Yahoo",Counterhate,0.044987741089218304,0.9012892963419539,0.02030773126970044
@BroTaoist @ChicadeDireita @PeterSweden7 No your evil killer of communist China is to blame dickhead!! Your government is the worst for human atrocities. Your government killed your own people. Your government created the Chinese virus!,Hate,0.9909099561543365,0.11719839934359866,0.0004351369155536599
@BBCAnyQuestions #bbcaq #COVID19 reaction weaponised+racialised by https://t.co/rbRh2Nz2Un #SuperSpreader was White British fr. B'https://t.co/Dup2nraqdP's Brit. Chinese+E.Asians who've suffered racist attacks.NO-ONE infected was eating out.80% of infected recovered.#FactsNotFear,Counterhate,0.04833857376481964,0.6701117935969864,0.263087617602975
"@Brian06176510 @tribelaw @FoxNews @TuckerCarlson @seanhannity @JudgeJeanine who is ""they""?  I haven't heard anyone call Trump a racist for that.  Calling the virus the ""Chinese Virus"" is a bit racist - especially coming for POTUS.  He/she should be held to a higher standard than you and me IMO",Counterhate,0.056541444204805176,0.6886007586302952,0.17240741243477994
@yjpc06 @holymation Fucking chinese virus,Hate,0.9791737665066993,0.014690697690871684,0.0036587888214707903
